,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
dorm,38,94,63,12,75,74,60,10,66,66,38,28,34,62,18,48,78,82,84,62,54,68,50,40,20,56,93,69,46,68,69,66,77,66,95,55,65,86,45,54,82,68,56,54,85,54,81,85,59,50,63,60,62,90,39,91,66,43,88,44,59,59,70,47,44,47,51,7,72,87,85,78,59,59,53,38,84,72,76,83,59,67,93,78,69,79,105,72,57,19,59,73,45,32,86,0,82,54,36,48
classroom,38,69,57,16,57,58,40,16,61,68,41,24,31,59,10,42,62,61,48,45,59,60,41,30,28,53,58,66,58,62,62,58,54,64,60,48,57,70,50,46,68,52,39,56,72,67,69,83,59,49,54,54,48,77,37,63,48,34,80,53,67,36,57,35,42,52,39,8,50,82,66,55,45,54,50,48,62,65,44,66,52,72,63,56,63,76,75,73,42,15,50,56,44,42,70,2,72,44,27,61
dining,11,18,15,2,15,10,12,2,12,12,4,5,6,8,3,10,12,18,16,9,9,10,7,11,10,12,20,14,11,15,16,13,22,10,16,6,8,21,9,10,7,10,11,13,9,15,17,14,3,12,15,12,15,13,12,14,6,9,15,12,15,12,12,9,5,8,8,4,11,13,10,25,11,15,13,8,12,23,20,15,8,19,10,13,10,14,14,9,7,1,14,13,9,6,16,0,18,9,1,20
library,4,7,14,2,10,15,9,0,12,6,6,2,3,6,2,7,6,7,18,6,5,8,6,2,6,6,13,7,6,4,6,11,7,11,14,6,8,7,7,11,14,2,3,5,10,7,9,8,9,16,5,8,7,19,7,9,8,9,7,10,4,7,11,2,6,5,9,2,6,9,14,15,10,8,6,4,5,8,12,14,13,11,13,9,12,6,14,9,10,0,6,17,4,11,6,0,13,7,1,7
gym,18,38,14,4,14,16,9,2,26,16,13,10,7,18,1,8,17,20,18,27,15,28,19,9,8,16,35,26,21,29,31,25,25,19,33,22,13,20,9,19,31,17,20,13,22,10,31,20,24,26,18,23,26,17,6,30,12,15,23,16,26,14,19,11,16,15,22,0,13,33,19,18,19,12,19,9,27,23,24,29,21,18,32,7,18,42,33,27,16,6,23,25,10,5,44,1,29,18,7,20
social,67,132,69,21,108,111,83,14,72,75,55,34,46,82,19,71,95,90,90,69,82,81,69,45,31,66,122,74,58,95,93,61,100,78,123,58,101,133,56,52,96,98,59,84,99,66,101,127,75,66,71,75,81,92,46,130,85,54,107,63,79,76,98,50,63,70,69,8,101,126,109,83,65,65,54,47,99,128,85,100,75,105,122,95,101,110,122,130,77,14,73,84,67,65,102,3,103,91,35,74
transit,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
offCampus,4,3,3,5,7,2,3,5,2,5,3,4,6,4,4,7,5,3,2,6,5,3,4,3,3,5,1,8,3,4,7,7,2,3,4,2,5,4,1,5,4,6,5,4,1,7,4,4,7,3,1,2,3,4,5,7,2,2,2,4,0,4,7,5,4,3,3,3,4,5,1,8,7,4,6,2,4,1,1,9,5,2,6,6,2,3,1,4,6,1,4,1,4,6,1,1,2,6,2,4
office,2,1,0,3,0,0,0,1,0,1,4,6,6,0,3,0,0,0,0,0,0,2,0,0,1,0,0,0,1,1,0,2,0,0,0,0,0,1,1,0,1,0,1,11,0,2,2,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,1,1,1,2,1,0,1,1,1,1,1,0,11,2,0,0,0,4,0,0,1,0,0,2,0,1,0,0,0,0,0,0,7,0,0,2,1,0
largeGathering,3,26,16,0,24,16,8,3,14,9,9,15,11,22,0,4,6,15,15,15,2,18,10,5,0,24,8,4,10,10,15,11,15,4,20,6,8,13,5,9,11,11,7,15,19,11,20,10,15,11,13,15,7,12,15,24,10,6,25,9,31,3,7,8,17,6,10,0,10,10,11,17,5,6,9,12,18,18,20,5,9,6,13,13,7,27,23,7,11,2,6,7,13,4,18,0,17,5,7,7
