,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
dorm,455,475,451,471,466,467,481,447,459,476,482,473,453,475,475,459,456,444,458,457,473,465,469,474,457,480,467,472,445,456,455,457,477,472,453,467,468,455,461,455,465,463,438,456,471,447,450,472,461,473,457,466,457,458,468,451,470,438,447,470,465,452,460,468,447,473,470,461,469,456,456,464,472,440,451,472,451,460,457,457,466,458,460,470,448,469,476,459,470,452,456,458,462,470,486,457,450,461,467,491
classroom,469,408,488,434,400,435,443,353,436,377,418,456,417,416,494,347,508,386,422,391,398,418,417,410,396,402,464,490,399,396,468,366,481,386,393,488,387,461,395,354,385,466,343,384,376,388,459,420,346,430,313,441,405,474,482,348,364,371,335,383,418,411,448,444,426,464,484,441,436,442,416,447,376,399,421,393,413,464,398,404,447,365,374,489,363,421,424,384,456,434,389,384,367,393,465,438,382,420,389,476
dining,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
library,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gym,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
social,569,562,597,602,599,607,609,586,565,557,638,584,656,625,608,595,614,592,604,608,606,566,642,645,560,610,607,633,591,539,584,599,645,627,626,611,584,570,601,585,619,589,566,587,612,607,639,628,579,605,598,597,592,591,607,529,644,593,577,614,615,645,621,638,572,574,607,608,572,582,632,650,594,603,600,588,572,638,611,648,601,628,613,618,601,578,594,570,589,586,660,619,539,610,630,575,586,606,590,624
transit,0,0,0,0,0,4,0,0,1,0,1,0,0,0,0,0,2,1,0,2,0,0,3,0,0,1,0,0,0,2,0,2,1,2,0,0,1,1,2,0,1,3,0,1,0,0,0,0,1,1,1,2,0,1,2,1,0,0,1,0,0,3,0,0,2,1,0,1,0,0,1,2,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,1,2,1,0,0,0,1
offCampus,6,3,3,9,6,4,4,3,3,7,5,8,9,4,8,7,4,6,5,4,4,3,1,5,6,6,4,4,4,5,3,4,7,5,4,4,5,4,5,6,8,6,3,8,4,9,10,4,2,4,4,8,7,2,2,3,6,6,4,6,5,5,4,11,1,3,6,2,8,7,6,4,8,10,6,2,5,6,2,4,3,3,5,8,5,5,5,7,5,2,5,4,3,5,6,5,3,5,7,6
office,3,3,8,3,4,14,2,3,1,1,4,1,8,3,1,3,3,0,0,3,12,3,5,3,0,1,2,5,2,2,2,3,3,2,6,3,2,2,6,0,1,8,3,11,1,3,1,3,0,5,0,1,1,2,8,2,2,0,5,0,7,1,3,4,2,4,1,1,0,3,4,4,2,19,2,7,5,2,5,0,4,19,2,3,1,0,1,1,4,5,3,0,6,5,5,1,2,2,2,2
largeGathering,167,193,240,198,175,216,214,166,209,171,219,222,195,146,183,157,181,177,134,228,163,176,178,171,158,175,151,198,145,210,169,204,180,164,207,178,198,154,209,161,222,173,192,215,226,181,178,205,172,207,187,176,154,173,213,179,170,156,207,223,182,179,138,187,183,234,173,170,234,190,199,163,195,207,151,249,238,174,174,190,197,185,140,185,215,224,177,154,197,213,212,205,201,202,217,209,177,199,195,184
