,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
dorm,64,71,53,41,53,72,67,72,34,51,67,60,50,73,37,51,32,74,47,50,51,94,37,71,62,51,114,60,29,13,29,59,79,50,48,34,58,73,75,87,79,33,97,51,64,33,43,74,44,64,60,83,64,41,35,41,47,28,37,77,48,54,73,57,68,41,53,18,74,86,59,79,92,56,69,31,70,31,41,50,80,69,57,92,55,79,59,68,43,60,49,45,36,16,27,56,26,75,63,56
classroom,30,32,29,25,27,33,34,23,17,18,25,26,34,32,20,39,20,37,24,30,26,45,16,36,30,28,39,25,15,6,19,34,33,27,29,20,34,28,43,37,31,13,34,31,25,16,20,27,22,36,50,43,34,27,17,20,20,15,28,40,27,24,36,28,29,28,23,10,36,41,34,32,27,24,29,18,30,15,24,36,47,33,36,33,20,34,25,39,25,22,18,26,33,11,13,32,18,25,35,28
dining,15,12,11,9,11,17,11,20,4,10,23,16,9,18,8,11,4,14,5,8,8,21,6,13,11,9,25,11,3,1,3,11,23,9,14,10,11,14,24,18,20,3,21,11,9,7,12,13,14,13,14,17,13,3,8,8,6,9,5,18,8,10,22,9,7,13,3,2,11,13,17,11,22,13,15,4,7,6,12,8,15,15,9,20,10,16,18,16,7,9,9,10,11,0,5,8,8,12,9,6
library,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gym,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
social,41,39,39,37,34,62,40,45,23,37,52,36,32,52,18,46,10,57,22,38,33,64,26,49,53,44,80,38,16,6,12,37,41,35,36,17,34,51,56,59,55,30,65,41,46,20,33,43,24,44,31,42,41,36,15,35,24,26,20,57,29,39,46,45,36,24,25,13,46,63,38,45,75,37,45,18,53,18,23,45,51,50,36,55,43,48,46,41,31,37,31,31,11,7,19,47,15,54,44,43
transit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
offCampus,30,37,25,22,28,20,30,21,19,23,31,26,29,16,29,29,30,34,28,30,24,22,31,27,26,23,28,34,29,14,18,28,28,23,25,25,40,21,29,29,26,17,18,14,25,24,27,34,34,27,27,31,27,22,20,22,37,22,27,28,33,26,22,16,24,21,25,26,31,23,34,25,21,23,22,20,21,32,32,32,32,22,28,15,32,30,27,24,36,20,37,23,26,32,30,25,25,23,27,27
office,1,0,0,1,0,1,0,0,2,1,0,2,2,0,0,3,2,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,3,0,1,1,0,0,3,0,1,1,0,0,0,0,3,1,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,1,2,2,0,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,4,6,0,0,1,9,0,0
largeGathering,17,7,17,4,7,7,19,7,3,9,13,8,4,16,10,5,7,13,10,5,12,16,12,14,17,7,22,18,0,0,0,9,13,4,6,1,7,13,15,15,23,6,5,9,11,0,5,7,12,8,8,16,6,4,0,4,8,4,5,3,8,10,25,20,15,9,5,4,8,11,6,20,16,10,8,1,5,2,7,6,14,4,10,22,6,4,8,12,5,14,5,7,13,5,0,1,5,24,4,3
dorm_hub,2,6,5,3,3,10,7,3,2,6,4,7,6,9,2,2,3,4,5,6,1,7,3,8,6,3,6,5,3,2,3,8,7,4,4,2,5,6,4,10,5,0,13,4,8,2,5,9,2,7,7,8,9,2,3,2,7,1,2,3,4,3,6,3,10,2,8,1,8,8,6,10,12,5,10,2,7,1,3,3,10,8,5,5,6,10,4,7,5,10,5,5,3,1,0,4,1,10,7,9
classroom_hub,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
dining_hub,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
library_hub,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gym_hub,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
social_hub,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
transit_hub,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
offCampus_hub,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
office_hub,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
