,24,48,72,96,120,144,168,192,216,240,264,288,312,336,360,384,408,432,456,480,504,528,552,576,600,624,648,672,696,720,744,768,792,816,840,864,888,912,936,960,984,1008,1032,1056,1080,1104,1128,1152,1176,1200
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,17,20,21,20,23,23,27,29,32,38,39,44,47,51,56,62,69,76,83,91,98,106,110,119,134,134,140,142,147,154
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,17,18,18,21,26,30,31,34,38,42,55,60,63,66,70,75,82,90,95,101,105,107,113,117,122,128,134,136,142,149
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,15,19,22,26,29,30,32,34,39,45,61,66,68,74,77,78,81,89,93,100,106,108,117,124,139,147,156,167,177,193
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,12,13,15,17,19,22,22,23,29,30,34,39,47,49,52,57,62,69,71,76,79,85,95,101,110,116,126,132,139,145
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,18,20,20,27,33,34,35,35,39,42,46,53,56,58,60,71,77,83,92,96,104,105,113,124,134,143,157,163,165,177
