,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
dorm,474,449,478,477,465,476,466,494,473,457,486,472,495,447,463,452,470,475,475,476,458,451,477,482,459,478,463,481,477,502,472,471,479,475,459,483,474,451,455,482,489,461,471,503,482,471,480,474,489,447,456,482,472,484,470,469,492,458,486,484,493,407,438,483,454,490,472,473,476,443,463,480,478,470,491,469,491,490,455,435,458,476,465,472,466,488,481,476,472,475,447,476,468,451,466,474,486,444,494,471
classroom,467,601,484,536,560,491,488,456,497,504,463,520,464,525,535,496,486,474,621,502,522,650,575,478,552,523,539,526,558,408,489,508,518,465,552,449,581,537,568,485,519,495,559,443,445,533,516,524,495,559,613,459,606,444,472,561,502,618,460,570,449,695,658,565,550,451,485,488,522,550,505,473,541,533,405,585,469,506,595,601,608,510,492,469,445,432,509,571,494,461,568,588,444,598,531,522,480,633,470,583
dining,209,400,280,359,278,240,299,199,216,356,254,245,258,276,267,286,220,280,208,313,275,346,282,227,332,257,228,304,298,184,316,229,231,248,288,234,268,370,257,195,207,254,283,180,225,267,236,297,221,346,324,220,250,246,269,218,197,320,270,240,235,344,362,263,427,191,335,245,249,416,341,256,265,245,261,273,273,185,301,458,271,218,277,286,290,222,266,267,228,174,380,263,261,320,274,203,264,419,164,273
library,69,105,89,55,92,79,102,81,61,82,56,72,57,105,73,69,76,95,84,84,98,64,52,72,84,71,70,57,63,57,68,71,67,68,86,81,72,91,81,81,58,82,65,59,70,75,95,63,66,56,96,85,104,60,82,77,66,85,69,95,55,133,87,60,74,76,72,77,83,104,84,51,92,59,92,78,79,81,75,82,86,68,70,64,69,57,94,70,63,51,92,70,77,70,109,89,63,58,64,78
gym,139,93,140,113,118,133,124,153,152,139,129,181,145,127,125,129,136,124,136,136,188,168,160,138,177,124,136,142,145,121,131,167,144,96,120,133,110,123,155,156,115,131,119,124,169,144,113,124,155,123,160,138,154,157,130,147,154,114,148,124,157,146,121,134,130,156,144,132,121,152,136,155,109,157,119,155,132,149,124,119,127,149,143,121,137,172,121,114,133,176,131,131,139,153,126,136,150,132,133,139
social,309,307,280,269,316,264,305,301,334,279,317,285,310,333,312,311,321,323,312,289,285,297,266,301,243,287,328,253,262,354,287,354,299,304,307,333,311,305,295,269,293,301,271,299,308,288,272,307,292,339,251,292,251,292,328,318,357,278,290,265,310,285,298,255,319,314,279,282,336,297,270,291,309,323,275,252,290,271,306,273,306,310,307,311,290,298,311,327,330,320,290,287,339,269,283,314,292,303,287,311
transit,0,2,0,0,1,0,1,2,0,3,2,1,1,2,2,1,1,1,4,1,3,2,0,3,4,2,1,0,2,2,4,1,2,3,1,0,0,2,1,1,0,4,2,1,1,2,0,1,3,4,2,2,2,4,1,2,3,2,1,1,2,2,6,3,3,0,0,1,2,1,1,3,1,0,1,2,2,0,1,3,2,0,0,1,2,2,1,1,2,1,0,0,0,2,1,1,2,3,2,1
offCampus,3,5,2,1,3,3,3,5,6,3,4,4,6,6,2,4,5,3,3,5,3,6,3,6,3,7,4,5,1,6,2,6,3,8,8,8,5,6,3,8,7,8,6,10,7,3,2,5,6,5,3,6,3,6,5,8,3,2,7,2,2,2,5,3,3,6,3,7,5,1,4,6,6,5,7,3,3,5,5,4,5,5,6,3,6,9,3,5,4,8,2,6,5,4,3,8,5,1,7,2
office,1,31,16,3,9,5,9,0,4,8,10,7,2,20,6,2,1,26,13,5,8,24,21,5,22,3,1,15,16,1,4,8,12,3,8,5,4,33,3,11,4,4,7,3,0,20,3,2,5,10,32,4,2,13,9,20,5,21,16,8,4,63,44,13,48,9,10,9,4,23,3,7,19,7,0,7,6,4,5,31,12,6,3,10,10,1,5,3,24,9,25,12,0,7,8,2,4,42,1,30
largeGathering,171,160,207,207,184,225,177,190,160,161,167,197,182,188,174,188,165,233,178,180,183,156,205,181,205,136,207,168,185,156,189,182,176,175,187,177,176,192,165,164,216,210,204,169,192,179,228,169,181,171,170,256,152,175,152,214,167,198,188,190,168,159,173,209,188,163,191,194,159,120,200,193,174,162,186,159,198,157,190,146,164,215,173,184,193,154,161,205,169,170,155,188,163,192,195,147,136,151,199,204
dorm_hub,37,40,46,47,36,46,39,50,40,45,46,46,48,33,36,29,40,50,41,41,45,40,43,48,34,47,40,42,47,59,39,40,42,41,41,39,42,42,35,51,49,37,42,60,36,49,41,41,47,38,34,48,40,53,40,38,56,38,42,51,52,18,31,48,31,46,41,47,44,33,39,51,44,49,47,40,58,53,35,31,39,44,36,44,37,50,53,50,46,40,38,47,41,32,37,42,45,32,43,42
