,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
largeGathering,41.0,20.0,11.0,38.0,22.0,38.0,26.0,20.0,46.0,34.0,22.0,31.0,34.0,15.0,40.0,21.0,50.0,29.0,20.0,39.0,30.0,33.0,36.0,34.0,32.0,29.0,24.0,26.0,20.0,39.0,58.0,22.0,31.0,35.0,44.0,49.0,29.0,12.0,38.0,30.0,49.0,11.0,25.0,21.0,32.0,28.0,32.0,50.0,27.0,41.0,14.0,32.0,32.0,34.0,25.0,31.0,25.0,37.0,18.0,15.0,37.0,20.0,35.0,26.0,27.0,36.0,24.0,57.0,15.0,30.0,35.0,37.0,20.0,16.0,30.0,42.0,27.0,20.0,16.0,59.0,31.0,39.0,29.0,28.0,37.0,37.0,23.0,38.0,27.0,15.0,23.0,32.0,36.0,34.0,13.0,21.0,30.0,25.0,32.0,36.0
dorm,161.0,112.0,145.0,125.0,140.0,135.0,87.0,110.0,136.0,141.0,143.0,137.0,121.0,119.0,125.0,118.0,133.0,124.0,111.0,125.0,116.0,136.0,114.0,119.0,132.0,92.0,146.0,157.0,112.0,146.0,129.0,124.0,123.0,123.0,149.0,155.0,118.0,102.0,133.0,129.0,158.0,80.0,119.0,110.0,129.0,112.0,133.0,142.0,87.0,152.0,95.0,93.0,127.0,112.0,117.0,116.0,138.0,161.0,120.0,105.0,140.0,141.0,136.0,149.0,106.0,132.0,139.0,138.0,102.0,112.0,136.0,126.0,115.0,130.0,135.0,147.0,129.0,152.0,130.0,132.0,132.0,143.0,148.0,131.0,124.0,100.0,108.0,161.0,122.0,102.0,107.0,139.0,134.0,130.0,120.0,142.0,126.0,126.0,125.0,137.0
classroom,67.0,35.0,26.0,44.0,34.0,35.0,33.0,51.0,38.0,54.0,46.0,41.0,42.0,50.0,42.0,37.0,43.0,39.0,50.0,32.0,36.0,58.0,30.0,43.0,45.0,45.0,63.0,43.0,24.0,41.0,41.0,40.0,49.0,45.0,45.0,54.0,40.0,49.0,46.0,47.0,38.0,34.0,29.0,32.0,41.0,47.0,46.0,57.0,44.0,41.0,42.0,33.0,33.0,53.0,37.0,49.0,37.0,45.0,34.0,43.0,50.0,37.0,37.0,45.0,39.0,53.0,52.0,53.0,35.0,43.0,45.0,52.0,39.0,43.0,41.0,35.0,34.0,51.0,38.0,42.0,39.0,50.0,49.0,40.0,48.0,43.0,34.0,52.0,49.0,42.0,51.0,50.0,46.0,33.0,23.0,50.0,51.0,44.0,36.0,56.0
dining,47.0,42.0,56.0,47.0,46.0,49.0,33.0,44.0,57.0,56.0,51.0,46.0,64.0,36.0,47.0,36.0,48.0,36.0,42.0,48.0,42.0,47.0,34.0,59.0,52.0,34.0,56.0,52.0,42.0,60.0,40.0,37.0,39.0,34.0,72.0,73.0,30.0,32.0,42.0,40.0,58.0,20.0,37.0,55.0,31.0,50.0,53.0,49.0,25.0,55.0,32.0,28.0,43.0,30.0,36.0,42.0,37.0,50.0,43.0,32.0,51.0,39.0,38.0,51.0,36.0,45.0,48.0,50.0,31.0,30.0,43.0,51.0,42.0,53.0,56.0,54.0,51.0,62.0,43.0,42.0,50.0,64.0,50.0,49.0,47.0,31.0,34.0,59.0,40.0,37.0,46.0,44.0,67.0,41.0,36.0,59.0,43.0,44.0,51.0,54.0
library,3.0,4.0,2.0,7.0,1.0,5.0,3.0,2.0,3.0,8.0,2.0,6.0,4.0,7.0,5.0,3.0,4.0,3.0,5.0,5.0,5.0,5.0,8.0,5.0,3.0,3.0,5.0,8.0,2.0,6.0,7.0,7.0,7.0,4.0,2.0,10.0,0.0,5.0,5.0,10.0,1.0,4.0,4.0,6.0,0.0,7.0,2.0,6.0,4.0,10.0,1.0,5.0,5.0,5.0,6.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,6.0,8.0,9.0,6.0,7.0,4.0,1.0,2.0,3.0,10.0,4.0,4.0,4.0,1.0,5.0,3.0,4.0,7.0,4.0,4.0,7.0,5.0,4.0,2.0,4.0,4.0,3.0,3.0,4.0,2.0,6.0,2.0,8.0,4.0,5.0,2.0,7.0,7.0
gym,23.0,16.0,23.0,27.0,28.0,19.0,24.0,19.0,23.0,18.0,20.0,23.0,21.0,35.0,26.0,15.0,21.0,26.0,12.0,42.0,20.0,28.0,17.0,26.0,24.0,15.0,25.0,20.0,21.0,20.0,30.0,28.0,25.0,21.0,38.0,29.0,25.0,8.0,14.0,12.0,30.0,9.0,17.0,13.0,36.0,25.0,22.0,20.0,17.0,41.0,19.0,22.0,20.0,19.0,26.0,20.0,27.0,29.0,19.0,22.0,31.0,29.0,21.0,18.0,15.0,19.0,33.0,20.0,12.0,17.0,15.0,24.0,21.0,15.0,14.0,31.0,24.0,23.0,28.0,15.0,17.0,23.0,24.0,17.0,27.0,18.0,29.0,33.0,27.0,15.0,17.0,26.0,20.0,27.0,25.0,33.0,17.0,11.0,39.0,22.0
social,61.0,68.0,81.0,70.0,72.0,74.0,42.0,68.0,61.0,51.0,81.0,74.0,59.0,48.0,60.0,52.0,68.0,73.0,65.0,56.0,58.0,64.0,70.0,59.0,70.0,49.0,67.0,66.0,58.0,72.0,57.0,55.0,48.0,62.0,51.0,57.0,70.0,49.0,65.0,71.0,70.0,49.0,62.0,69.0,63.0,67.0,55.0,59.0,35.0,68.0,49.0,54.0,58.0,82.0,68.0,60.0,63.0,65.0,65.0,64.0,56.0,77.0,66.0,80.0,70.0,58.0,63.0,58.0,63.0,69.0,62.0,49.0,59.0,65.0,87.0,77.0,60.0,65.0,65.0,58.0,61.0,54.0,83.0,74.0,70.0,62.0,67.0,69.0,63.0,54.0,63.0,56.0,58.0,62.0,68.0,56.0,58.0,70.0,50.0,61.0
transit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
offCampus,4.0,11.0,9.0,4.0,8.0,7.0,6.0,6.0,4.0,8.0,8.0,6.0,8.0,6.0,6.0,10.0,4.0,3.0,6.0,4.0,10.0,10.0,6.0,6.0,6.0,7.0,8.0,6.0,8.0,6.0,7.0,8.0,5.0,9.0,10.0,12.0,5.0,5.0,5.0,7.0,9.0,5.0,5.0,6.0,8.0,6.0,9.0,12.0,5.0,10.0,8.0,10.0,6.0,6.0,3.0,11.0,9.0,8.0,6.0,3.0,9.0,3.0,6.0,7.0,8.0,8.0,8.0,4.0,8.0,4.0,3.0,6.0,8.0,10.0,4.0,7.0,5.0,7.0,5.0,11.0,6.0,11.0,7.0,4.0,6.0,11.0,14.0,7.0,8.0,4.0,6.0,12.0,7.0,4.0,2.0,10.0,6.0,10.0,4.0,5.0
office,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
